f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,label,path
2002.4124067188068,292.9751018941779,1784.1226403722212,360.202005040557,0.36224281787872314,0.36781713366508484,0.4398343861103058,0.24469178915023804,0.24786198139190674,0.33561646938323975,0.3646187484264374,0.4356837272644043,0.2959856688976288,0.31508028507232666,0.4070083796977997,0.38510066270828247,0.3270324766635895,0.28595423698425293,0.3161546289920807,0.2112981379032135,0.2562578618526459,0.2890031039714813,0.2772146165370941,0.3461246192455292,0.25373968482017517,0.28060898184776306,0.33296331763267517,0.29268980026245117,-101.63520050048828,121.57067108154297,-19.162261962890625,42.36393737792969,-6.3622660636901855,18.621931076049805,-13.69973373413086,15.339802742004395,-12.27430534362793,10.970945358276367,-8.326061248779297,8.802087783813477,-3.669940710067749,5.744675159454346,-5.162783145904541,0.7517064213752747,-1.6878538131713867,-0.40873003005981445,-2.3026766777038574,1.222467064857483,50.68894577026367,17.200204849243164,15.348760604858398,12.28978157043457,12.961206436157227,9.443115234375,8.2221097946167,8.306714057922363,9.067516326904297,7.959053993225098,7.859070777893066,7.161057949066162,6.4199604988098145,6.365337371826172,7.0557942390441895,7.240478992462158,6.044490337371826,6.450052261352539,7.4198150634765625,6.851376056671143,0.14703845977783203,0.06006771698594093,3805.7230301080335,949.3434134740136,15.98611572037997,15.098203345219106,18.454149393592836,18.36224251789757,18.917430857374637,17.189816440755894,39.655081353103995,4.346551185570125,4.195463611958524,4.620337142708382,3.6288329268021204,3.4857839887338646,2.5206802928348666,3.0673832583340888,0.08304482066898686,0.027693783681433826,blues,C:\C429\LogisticRegression\data\raw\train\blues\blues.00000.au
2038.9876073293246,462.4987616892378,1530.2617671565845,613.1194906661913,0.46004030108451843,0.3501824736595154,0.3208068311214447,0.2114715874195099,0.2007884532213211,0.33079421520233154,0.3973788022994995,0.5603549480438232,0.38417932391166687,0.2553257942199707,0.28477612137794495,0.33409368991851807,0.3775936961174011,0.2970068156719208,0.30832594633102417,0.22876179218292236,0.20899559557437897,0.31093209981918335,0.2825249135494232,0.3668127954006195,0.2952941060066223,0.23318570852279663,0.2790268361568451,0.26917386054992676,-170.17359924316406,123.98513793945312,8.947020530700684,35.867149353027344,2.9095957279205322,21.519472122192383,-8.556511878967285,23.370676040649414,-10.103608131408691,11.89924144744873,-5.558823585510254,5.377874851226807,-2.2344913482666016,4.220703125,-6.010685920715332,0.9292936325073242,-0.7284020781517029,0.29687201976776123,-0.28243014216423035,0.5306441187858582,88.14252471923828,23.662490844726562,23.923551559448242,16.270116806030273,16.732484817504883,12.504672050476074,14.170463562011719,11.940147399902344,12.88854694366455,10.215539932250977,10.25457763671875,9.808391571044922,8.05438232421875,8.552802085876465,7.240818977355957,7.438949108123779,7.760889530181885,6.93781042098999,7.1488471031188965,6.766734600067139,0.14025560021400452,0.07123434543609619,3550.7302693590486,1725.7854340727572,15.984938204290362,17.059629937890072,19.133786420354294,19.188013379095583,18.32691564540967,17.505238827934885,37.50890785306975,4.193372985926699,4.60987871628076,4.814153481417527,4.281064883297242,3.5085583590351237,3.1308615969390403,5.829867183035339,0.05603980870552978,0.03804630719740175,blues,C:\C429\LogisticRegression\data\raw\train\blues\blues.00001.au
1747.7540864340049,276.2162429660406,1552.8324807989502,395.56416712847926,0.27290022373199463,0.19595257937908173,0.31516551971435547,0.4079861640930176,0.5468201637268066,0.32169872522354126,0.3046570420265198,0.28840354084968567,0.3341521918773651,0.4018186926841736,0.38438940048217773,0.5885082483291626,0.2114618867635727,0.18091678619384766,0.27153047919273376,0.27128201723098755,0.3501863479614258,0.23575277626514435,0.24183125793933868,0.25139856338500977,0.2472752332687378,0.33311349153518677,0.25149980187416077,0.35300037264823914,-74.5611343383789,140.4408721923828,-29.08454704284668,31.686691284179688,-13.976547241210938,25.753751754760742,-13.664990425109863,11.634441375732422,-11.778322219848633,9.714755058288574,-13.125313758850098,5.79124641418457,-8.901966094970703,-1.0801606178283691,-9.22624397277832,2.4483041763305664,-7.724839210510254,-1.8190244436264038,-3.4404568672180176,-2.2381277084350586,57.60110092163086,22.55784034729004,20.29936981201172,11.998091697692871,12.476431846618652,8.625062942504883,10.336393356323242,10.320865631103516,8.092109680175781,8.23664665222168,7.594205379486084,8.030862808227539,7.771137714385986,7.5954084396362305,6.042712688446045,6.375082492828369,6.901423931121826,7.23834228515625,6.829596996307373,5.536528587341309,0.2069130539894104,0.06184592470526695,3042.426769141531,885.5245884882333,26.34545352442099,14.191881673478123,17.701924205677866,19.419605104383855,20.342664820837854,18.311059178211412,39.026462867396596,5.48044987116825,3.9643569179161484,5.0017553287588274,4.187273562105412,3.7810338500395053,2.925899315284264,3.2735022461730385,0.07629120746326373,0.031730570099435376,blues,C:\C429\LogisticRegression\data\raw\train\blues\blues.00002.au
1596.4225684798894,408.10763504773826,1070.1534189784006,429.37863092289814,0.34137162566185,0.40862366557121277,0.5243189334869385,0.5470128655433655,0.657075047492981,0.5115234851837158,0.35555362701416016,0.2516132593154907,0.2462705820798874,0.3151112198829651,0.31657934188842773,0.3831987977027893,0.25026872754096985,0.23716050386428833,0.32617345452308655,0.30346569418907166,0.34500521421432495,0.30338138341903687,0.23165564239025116,0.19938421249389648,0.21507491171360016,0.2937442362308502,0.28099003434181213,0.33725735545158386,-183.12770080566406,150.0861053466797,5.663404941558838,26.85527801513672,1.7700722217559814,14.232646942138672,-4.827844142913818,9.28685188293457,-0.7561198472976685,8.13443374633789,-3.200025796890259,6.078081130981445,-2.4784445762634277,-1.081587314605713,-2.8744540214538574,0.7739940881729126,-3.3240692615509033,0.6363108158111572,-0.6159674525260925,-3.4050464630126953,74.21769714355469,21.361392974853516,16.034643173217773,12.584161758422852,16.369903564453125,11.260880470275879,12.487862586975098,9.015005111694336,9.607382774353027,8.448777198791504,10.500921249389648,6.943667411804199,7.534999847412109,7.889423370361328,7.183997631072998,6.665801048278809,7.086497783660889,6.10947847366333,6.103914737701416,5.653782367706299,0.1667366921901703,0.0941874086856842,2184.8790286035382,1221.9156472279285,29.784041996811602,14.766042577591579,17.238549944421063,18.63406543713632,18.49061304652685,16.787122992770733,34.264895053127056,5.082030576031791,4.060950229067942,4.222478874325809,3.3155210386298686,3.3269762326076515,2.3014890812937296,4.656864538255646,0.03330886262567672,0.020561103742135052,blues,C:\C429\LogisticRegression\data\raw\train\blues\blues.00003.au
1748.4107591435406,297.2855600877093,1835.1285131043335,585.8749829013262,0.19260476529598236,0.3172665536403656,0.39202195405960083,0.25582700967788696,0.19266346096992493,0.5302209854125977,0.25377944111824036,0.13912145793437958,0.2764243185520172,0.32432645559310913,0.5551238656044006,0.27293068170547485,0.19528448581695557,0.32180675864219666,0.3121161460876465,0.2745228707790375,0.1791856735944748,0.362400621175766,0.20737361907958984,0.17709966003894806,0.3034098148345947,0.23358331620693207,0.3558367192745209,0.21841825544834137,-145.48583984375,126.20948028564453,-35.58139419555664,22.139253616333008,-32.473548889160156,10.850699424743652,-23.350067138671875,0.49324700236320496,-11.796536445617676,1.2035175561904907,-13.084955215454102,-2.8105008602142334,-6.934469699859619,-7.5538763999938965,-9.167668342590332,-4.515863418579102,-5.451785564422607,-0.9159526824951172,-4.408017635345459,-11.704384803771973,72.10481262207031,29.21080780029297,18.276552200317383,13.919527053833008,18.341903686523438,11.613141059875488,9.658858299255371,11.168416976928711,11.400675773620605,9.985846519470215,8.957855224609375,9.29712200164795,9.462997436523438,8.421144485473633,8.703689575195312,9.273359298706055,8.676216125488281,7.323471546173096,7.9298481941223145,7.429014205932617,0.10644768178462982,0.055856235325336456,3579.9574708164155,1253.928346818156,17.055248626501456,15.693600721997107,19.13249640081328,20.5222761636145,20.78478730632006,19.71064011133174,37.318262777986796,4.332855919688513,3.98179682638382,4.108779900840982,4.320574795894182,4.069408099618333,3.7092275206310665,5.175838090058573,0.10146053871809745,0.04420548271538123,blues,C:\C429\LogisticRegression\data\raw\train\blues\blues.00004.au
1729.5808044661662,449.27282802016987,1832.0115969728529,1015.1274949259331,0.2383226454257965,0.30023735761642456,0.6171864867210388,0.23574118316173553,0.1239870935678482,0.24376830458641052,0.27965158224105835,0.41129270195961,0.24398580193519592,0.28553342819213867,0.28433674573898315,0.36621904373168945,0.28914007544517517,0.21435251832008362,0.38305264711380005,0.1645955741405487,0.137283593416214,0.27665427327156067,0.2568613588809967,0.3363817036151886,0.2352258265018463,0.2815077006816864,0.284670352935791,0.3061557114124298,-177.80174255371094,118.20316314697266,-17.570629119873047,30.760927200317383,-21.7425537109375,11.919262886047363,-20.734298706054688,3.185288190841675,-8.580818176269531,-0.9328851103782654,-11.772245407104492,-2.408763885498047,-9.348445892333984,-9.942635536193848,-3.9021835327148438,-5.574562072753906,-1.8393144607543945,-2.7893166542053223,-3.047804832458496,-8.109731674194336,85.48365020751953,56.52614974975586,25.575532913208008,22.038372039794922,20.815298080444336,16.321996688842773,13.02712631225586,11.563016891479492,13.123480796813965,10.006048202514648,8.749557495117188,8.877084732055664,8.950291633605957,6.894521713256836,7.747302532196045,8.519198417663574,8.28650188446045,6.516941070556641,6.308992385864258,6.80315637588501,0.10345287621021271,0.06309645622968674,3481.4676306917054,1809.5265116114597,17.470207038238584,19.56125479512844,21.289941922365124,21.344465999304166,20.78043860083157,19.40411528307254,37.94788487390753,4.7973048589537,5.359604822235526,5.525880265302687,4.859567760597111,4.096239014745878,3.4322492351140914,6.770134505833912,0.09404153373936582,0.07895058970522166,blues,C:\C429\LogisticRegression\data\raw\train\blues\blues.00005.au
1389.0684503812095,430.2979368413848,1459.4696915396091,661.8345688124506,0.42551326751708984,0.22324328124523163,0.13134761154651642,0.1525973379611969,0.24195808172225952,0.49116936326026917,0.24550846219062805,0.16911278665065765,0.2883557677268982,0.4618445336818695,0.3592756688594818,0.307186096906662,0.36575406789779663,0.24727162718772888,0.18750931322574615,0.21854375302791595,0.21682913601398468,0.385229229927063,0.24419952929019928,0.19357645511627197,0.2961749732494354,0.35324347019195557,0.33299362659454346,0.27060508728027344,-185.43588256835938,130.27023315429688,-36.36211395263672,33.036216735839844,11.093892097473145,-0.5918816328048706,-20.89026641845703,0.27844271063804626,-6.496385097503662,-5.512735366821289,-7.8474040031433105,-3.124300718307495,-6.602822303771973,-9.94999885559082,-6.542689323425293,-10.07222843170166,-10.918622970581055,-6.965242385864258,-3.439431667327881,-6.484498977661133,98.25144958496094,43.973899841308594,36.15287780761719,21.913311004638672,32.908485412597656,16.73653221130371,12.315980911254883,10.14166259765625,11.44982624053955,12.385570526123047,9.354485511779785,8.013117790222168,8.896451950073242,7.939675807952881,9.292200088500977,9.12439250946045,7.5465545654296875,6.18604040145874,6.940003395080566,8.37934684753418,0.1485949009656906,0.09823662787675858,2795.910729498985,1273.3843919480398,24.755077478795577,21.066654120415823,22.205534111124944,21.25944829443808,21.652819350941165,20.144285125349512,32.86421545629275,6.744500267165425,5.806579770812076,5.841384596725129,4.8767300389605746,4.353984993221816,3.590158174252906,7.847806579244129,0.07305223740815932,0.04369405757996276,blues,C:\C429\LogisticRegression\data\raw\train\blues\blues.00006.au
1577.567115597311,410.1190065562024,1451.859413863888,670.5234078641619,0.2593570351600647,0.26412153244018555,0.3253580927848816,0.21773895621299744,0.215277299284935,0.29576191306114197,0.19005173444747925,0.18074941635131836,0.26434090733528137,0.39047351479530334,0.6486375331878662,0.4365910291671753,0.24992945790290833,0.2987944185733795,0.30637577176094055,0.26715582609176636,0.255628764629364,0.28996801376342773,0.21446354687213898,0.23962445557117462,0.2804831564426422,0.26972803473472595,0.35076311230659485,0.2776579260826111,-179.0478973388672,136.44833374023438,-26.662588119506836,39.965450286865234,5.310894012451172,10.919133186340332,-20.559534072875977,8.503360748291016,-11.349763870239258,-3.4705543518066406,-8.41584300994873,-6.957211017608643,-3.5460426807403564,-8.051758766174316,-8.964917182922363,-8.427481651306152,-10.56428050994873,-10.785658836364746,-4.695469379425049,-8.631641387939453,81.07714080810547,38.4583625793457,24.31478500366211,18.799100875854492,25.496854782104492,11.674243927001953,12.794262886047363,12.299772262573242,13.111818313598633,13.350184440612793,12.14746379852295,9.14978313446045,9.65739631652832,7.577853202819824,9.069701194763184,8.394608497619629,7.212375164031982,7.778636455535889,8.098214149475098,7.509123802185059,0.13220323622226715,0.07462289929389954,2955.3197165929523,1276.5411918238867,20.20399245195944,20.09449319432222,20.70709393510829,19.63054682434145,20.709945479102835,19.603038321936186,36.09963585510019,4.557679962404702,4.594007497021226,5.00396211551692,4.574649109932138,4.050000113421073,3.2706299578370235,5.772283066646171,0.061442246108855375,0.04299786357871877,blues,C:\C429\LogisticRegression\data\raw\train\blues\blues.00007.au
2031.8293655364957,324.9091022132149,1719.46336548364,404.1143812873361,0.3196752369403839,0.30448707938194275,0.3666154146194458,0.4221329391002655,0.5238111019134521,0.4511190950870514,0.49344271421432495,0.35275283455848694,0.38013845682144165,0.4617058336734772,0.3663594722747803,0.46471479535102844,0.22998270392417908,0.23193560540676117,0.28906625509262085,0.2748713493347168,0.3509800434112549,0.29998117685317993,0.32780978083610535,0.25690048933029175,0.26482754945755005,0.30720359086990356,0.26219117641448975,0.3125101327896118,-99.52751922607422,122.49832916259766,-14.734728813171387,46.122135162353516,-8.179258346557617,20.172466278076172,-19.171894073486328,23.03683853149414,-11.83272933959961,21.15465545654297,-6.7227983474731445,6.989506244659424,-12.730550765991211,5.058538913726807,-5.185806751251221,-1.4536036252975464,-7.042630195617676,2.694213390350342,3.4095308780670166,-2.7137436866760254,51.18275451660156,20.360193252563477,18.47224998474121,13.925419807434082,13.30699348449707,10.341513633728027,7.5933709144592285,8.783775329589844,6.524472236633301,7.6714863777160645,6.994175434112549,7.518989562988281,7.870708465576172,7.109649181365967,5.746855735778809,7.111833572387695,5.376657485961914,6.074217796325684,5.802723407745361,6.028459072113037,0.17778974771499634,0.048430077731609344,3782.432864160383,1123.8354198778816,29.493065872694228,15.135638474256982,17.01936194923533,17.030466466820645,19.696111633184284,17.624291027067898,40.60496579320358,5.132531286819275,4.041840368000051,4.472982609873499,3.4311932094601216,3.7912481617994436,2.5110472263675554,2.6987515609166244,0.06402488761600927,0.027045919171916347,blues,C:\C429\LogisticRegression\data\raw\train\blues\blues.00008.au
1973.7920389289472,337.84633161352315,1817.2305903853885,546.023281025872,0.2482471615076065,0.27315452694892883,0.4885123670101166,0.26800498366355896,0.17971846461296082,0.26772525906562805,0.22258566319942474,0.4153510332107544,0.2726885974407196,0.18117544054985046,0.22990074753761292,0.24054771661758423,0.29588425159454346,0.29280081391334534,0.39116334915161133,0.24314358830451965,0.21090655028820038,0.3283172845840454,0.21772783994674683,0.38119620084762573,0.2647291123867035,0.21712851524353027,0.306821346282959,0.2757098376750946,-185.50430297851562,115.16475677490234,-11.698168754577637,39.015357971191406,-20.34832763671875,13.082700729370117,-9.182699203491211,9.01715087890625,-14.104310035705566,4.2712531089782715,-6.050779342651367,3.785834550857544,0.22263647615909576,-5.106882095336914,-0.41015276312828064,-1.1793454885482788,-1.9147076606750488,-2.29366135597229,2.884260416030884,-4.233879566192627,78.31330108642578,28.253562927246094,25.866668701171875,18.733230590820312,23.065073013305664,16.680667877197266,11.24507999420166,8.244038581848145,10.492645263671875,9.623028755187988,9.211915969848633,10.218299865722656,8.73759937286377,9.242635726928711,10.197340965270996,7.702169418334961,7.646008014678955,9.117183685302734,8.777371406555176,9.562768936157227,0.1078125610947609,0.08744528144598007,3943.8236387035963,1169.1028716100716,14.334424659066073,17.63670381040057,21.930637485781208,20.235889435418134,18.562802444497706,18.90521786975531,36.490684788453606,4.059145594467654,4.577128609061321,4.860887407753003,4.01304416086234,3.613768302159994,4.158454946940858,5.319993067143853,0.07917482356921887,0.03711682977865272,blues,C:\C429\LogisticRegression\data\raw\train\blues\blues.00009.au
